branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,115,-0.306,40,2017-06-13,Mr. CONNOLLY.,2017,inth bill impos unreason timelin abil employe respond alleg may lead disciplin elimin abil merit system protect board mitig penalti may overli harsh rais due process concern, inThe bill imposes unreasonable timelines on  the ability of employees to respond to allegations that may lead to discipline and eliminates  the ability of  the Merit System Protection  Board  to mitigate penalties  that may have  been overly harsh and raise due process concerns, inThe bill imposes unreasonable timelines on  the ability of employees to respond to allegations that may lead to discipline and eliminates  the ability of  the Merit System Protection  Board  to mitigate penalties  that may have  been overly harsh and raise due process concerns
,94,0.336,537,2,Mr. STEIGER of Wisconsin.,1976,work effect privat sector print industri improv product larg bite ac tive seek rest feder structur detail oper better less money," It is working more effectively with  the  private sector printing industry, improving  its own productivity in large bites and ac tively seeking out  the rest of  the  federal  structure with details on its operations and  how to do better with less money"," It is working more effectively with  the  private sector printing industry, improving  its own productivity in large bites and ac tively seeking out  the rest of  the  federal  structure with details on its operations and  how to do better with less money"
House,102,0.043,691,1,Mr. GILMAN.,1992,expenditur meaningless unless us nation commit work drug free nation home commun, But all of these expenditures will be  meaningless unless all of us through out our Nation commit ourselves  to  work  for  a  drug-free nation-in our  homes  and  our  communities, But all of these expenditures will be  meaningless unless all of us through out our Nation commit ourselves  to  work  for  a  drug-free nation-in our  homes  and  our  communities
,98,0.319,938,1,Mr. CORCORAN.,1984,sue colleagu conni barlow told meet energi economist novemb,"So sue me,' "" he and colleague Connie  Barlow told a meeting of energy economists  in November 1981","So sue me,' "" he and colleague Connie  Barlow told a meeting of energy economists  in November 1981"
House,108,0.627,43,2004-01-21,Mr. ROHRABACHER.,2004,disagr gentleman best way attack problem certainli agre make sure young peopl understand seriou problem would greater method tell put stamp disapprov make sure drug test,"Speaker, I  do have some disagreements with the  gentleman as to the best way to attack  this problem, but I certainly agree that  we should make sure that young people  understand just how serious the problem is for them and that there would  be no greater method of telling them  and putting a stamp of disapproval on  it than making sure they have to have  a drug test","Speaker, I  do have some disagreements with the  gentleman as to the best way to attack  this problem, but I certainly agree that  we should make sure that young people  understand just how serious the problem is for them and that there would  be no greater method of telling them  and putting a stamp of disapproval on  it than making sure they have to have  a drug test"
Senate,93,-0.38,327,3,Mr. EAGLETON.,1974,bill requir certain bill joint resolut introduc senat receiv senat hous repres print fiscal note refer unanim consent jointli committe rule administra tion govern oper,"A bill to require that certain  bills and joint resolutions introduced in  the Senate or received by  the Senate  from the House of Representatives be  printed with a "":fiscal note."" Referred,  by unanimous consent,  jointly  to  the  Committees on Rules and Administra tion and Government Operations","A bill to require that certain  bills and joint resolutions introduced in  the Senate or received by  the Senate  from the House of Representatives be  printed with a "":fiscal note."" Referred,  by unanimous consent,  jointly  to  the  Committees on Rules and Administra tion and Government Operations"
,109,-0.389,143,2006-06-06,Mrs. CAPPS.,2006,three school district two school togeth total six teacher, The three school districts had two schools  each and  together  there were a  total of six  teachers, The three school districts had two schools  each and  together  there were a  total of six  teachers
Senate,111,0.32299999999999995,51,2009-02-09,Mr. ALEXANDER.,2009,billion middl last,So that was $11.5 billion in the  middle of last year,So that was $11.5 billion in the  middle of last year
Senate,110,-0.4,34,2007-04-10,Mr. WHITEHOUSE.,2007,last year congress hr,810 in last year’s Congress and of  H.R,810 in last year’s Congress and of  H.R
House,95,-0.38299999999999995,329,13,Mr. 'WRIGHT.,1978,fail express confid long rang fu ture new york citi america biggest citi go bankrupt shock wave would sent throughout en tire economi,"If we should fail to express  this confidence in their long-range fu ture and  if New York City, America's  biggest city, were to go bankrupt, shock  waves would be sent throughout the en tire economy","If we should fail to express  this confidence in their long-range fu ture and  if New York City, America's  biggest city, were to go bankrupt, shock  waves would be sent throughout the en tire economy"
Senate,99,-0.212,730,3,Mr. BAUCUS.,1985,cannot expect unit state permit japanes compani certifi product meet standard japan not permit us,They cannot expect the United  States to permit Japanese companies  to certify  their products as meeting  our standards while Japan does not  permit U.S,They cannot expect the United  States to permit Japanese companies  to certify  their products as meeting  our standards while Japan does not  permit U.S
,107,-0.491,253,2001-05-03,Ms. PELOSI.,2001,merchant seaman teacher san quentin prison nearli two decad member variou state board commiss,"He was a merchant seaman, a teacher at San Quentin prison for nearly two decades and a member of various state boards and commissions","He was a merchant seaman, a teacher at San Quentin prison for nearly two decades and a member of various state boards and commissions"
House,110,-0.163,44,2007-06-05,Mr. MAHONEY of Florida.,2007,order rebuild trust american peopl restor integr great hous clear need chang way ethic rule enforc,"In order to rebuild the trust  of the American people and restore integrity to this great House, it is clear  that we need to change the way ethics  rules are enforced","In order to rebuild the trust  of the American people and restore integrity to this great House, it is clear  that we need to change the way ethics  rules are enforced"
,101,-0.099,960,7,Mr. SLATTERY.,1989,mayb even littl,Maybe even a little more,Maybe even a little more
Senate,104,0.391,478,17,Mr. THURMOND.,1996,h daili ed juli invit comment regard propos amend procedur rule,"87685-88, H7450-54 (daily ed., July 11, 1996))  inviting comments regarding  the proposed  amendments to the procedural rules","87685-88, H7450-54 (daily ed., July 11, 1996))  inviting comments regarding  the proposed  amendments to the procedural rules"
,107,0.596,200,2002-07-17,Mr. CANNON.,2002,marin recent call activ duti sent camp pendleton california assign homeland secur,"These Marines were recently called to active duty and sent to Camp Pendleton, California, assigned to Homeland Security","These Marines were recently called to active duty and sent to Camp Pendleton, California, assigned to Homeland Security"
,109,0.655,1,2005-01-06,Mr. PENCE.,2005,committe financi servic, Committee  on Financial Services: Mr, Committee  on Financial Services: Mr
,93,0.099,561,3,Mr. PERCY.,1974,georgia one sever million peopl countri live daili cancer,Georgia is one of several million people  in this country who live daily with cancer,Georgia is one of several million people  in this country who live daily with cancer
,106,-0.185,85,2000-07-11,Mr. TURNER.,2000,obvious would buy get less half price pay,Obviously that is where we would all buy them because they get them for less than half the price that we are having to pay for them,Obviously that is where we would all buy them because they get them for less than half the price that we are having to pay for them
,108,0.386,171,2004-06-14,Mr. TIBERI.,2004,gift explain issu posit simpl effect termsa gift us polit today possess,"He  had the gift of explaining issues and his positions on them in simple, effective terms—a gift  all  too  few of us  in politics  today possess","He  had the gift of explaining issues and his positions on them in simple, effective terms—a gift  all  too  few of us  in politics  today possess"
,95,0.08,511,13,Mr. CARTER.,1978,mahon enclos frontispiec open page complet poetic work henri wadsworth longfellow sent along pageg con tain poem excelsior word familiar student start old timer recal shade night fall fast alpin villag pass youth bore mid snow ice banner strang devic excelsior midway poem tri not pass old man said dark lower tempest overhead roar torrent deep wide loud clarion voic repli excelsior bewar pine tree wither branch bewar aw avalanch peasant last goodnight,"Mahon enclosed the frontispiece  and opening page of ""The Complete Poetical  Works of Henry Wadsworth Longfellow.'' And  he also sent along Pageg 22-23, which con tain the poem ""Excelsior.""  The words, once familiar to most students,  start, if the old timers recall: ""The shades of  night were falling fast, As through the Alpine  village passed, A youth, who bore, 'mid snow  and ice, A banner with the strange DEVICE,  Excelsior ! ""  And midway through the poem: ""Try not  the pass! the old man said; Dark lowers the  tempest overhead, The  roaring  torrent  is  deep and wide! And loud that clarion voice  replied, Excelsior!""  Then:  ""Beware  the pine-tree's withered  branch! Beware  the awful avalanche! This  was the peasant's last Goodnight","Mahon enclosed the frontispiece  and opening page of ""The Complete Poetical  Works of Henry Wadsworth Longfellow.'' And  he also sent along Pageg 22-23, which con tain the poem ""Excelsior.""  The words, once familiar to most students,  start, if the old timers recall: ""The shades of  night were falling fast, As through the Alpine  village passed, A youth, who bore, 'mid snow  and ice, A banner with the strange DEVICE,  Excelsior ! ""  And midway through the poem: ""Try not  the pass! the old man said; Dark lowers the  tempest overhead, The  roaring  torrent  is  deep and wide! And loud that clarion voice  replied, Excelsior!""  Then:  ""Beware  the pine-tree's withered  branch! Beware  the awful avalanche! This  was the peasant's last Goodnight"
,94,-0.17300000000000001,855,9,Mr. FUQUA.,1976,began driver central truck line gain posit firm titl st,He began as a driver for  Central Truck Lines and then gained a  position with a  firm  titled St,He began as a driver for  Central Truck Lines and then gained a  position with a  firm  titled St
House,93,-0.414,103,7,Mr. HICKS.,1974,school district across nation, school districts all across our Nation  , school districts all across our Nation  
House,110,-0.20600000000000002,18,2007-03-15,Mr. ARCURI.,2007,know small busi upstat new york could get without reason budget expenseseven time emerg," I know of no small business in Upstate New  York, who could get by without  reasonably  budgeting for their expenses—even in times of  emergency"," I know of no small business in Upstate New  York, who could get by without  reasonably  budgeting for their expenses—even in times of  emergency"
House,99,0.49,277,6,Mr. DORNAN of California.,1986,told friend visit polit prison er get sensitivi ty train crime peopl somoza,She told me that she has a friend  who visits all of these political prison ers and that they are getting sensitivi ty training on their crimes against the  people under Somoza,She told me that she has a friend  who visits all of these political prison ers and that they are getting sensitivi ty training on their crimes against the  people under Somoza
House,95,0.41600000000000004,199,13,Mr. MILLER of Ohio.,1978,let add result program tremend insofar reduc crimin activ help reduc number crime commit fireann,Let me  add that the results of this program are  just  tremendous  insofar  as  reducing  criminal activities and helping to reduce  the number of crimes committed with  fireanns,Let me  add that the results of this program are  just  tremendous  insofar  as  reducing  criminal activities and helping to reduce  the number of crimes committed with  fireanns
Senate,109,-0.166,129,2005-04-21,Mrs. LINCOLN.,2005,recal april presid request billion emerg militari fund," As you recall, in April of 2003, the  President requested $78 billion in emergency military funding"," As you recall, in April of 2003, the  President requested $78 billion in emergency military funding"
,107,-0.204,180,2001-11-14,Mr. GORDON.,2001,dan challeng origin scientist search earth like planet within light year earth,Dan has challenged the Origins scientists to search for Earth-like planets within 100 light years of Earth,Dan has challenged the Origins scientists to search for Earth-like planets within 100 light years of Earth
,99,-0.098,1200,6,Mr. CHAPPELL.,1986,stay band perform admira bli repres school countri great distinct," During their stay, the band performed admira bly and  represented both  their school and  their country with great distinction"," During their stay, the band performed admira bly and  represented both  their school and  their country with great distinction"
,98,-0.514,1312,7,Mr. RANGEL.,1983,sever recommend ad ministr chang report committe feder court accept chief judg us," In  1982, several recommendations for ad ministrative changes reported out by  the Committee on the Federal Courts  were accepted by the Chief Judge of  the U.S"," In  1982, several recommendations for ad ministrative changes reported out by  the Committee on the Federal Courts  were accepted by the Chief Judge of  the U.S"
House,103,-0.35,274,13,Ms. KAPTUR.,1994,fac tori yard mass execut took place,"There, in the fac tory yard, mass executions took place","There, in the fac tory yard, mass executions took place"
,111,0.33399999999999996,107,2009-07-31,Mr. LANCE.,2009,armi allow deploy forc produc spare replac part field," Army, allowing deployed  forces  to produce  spare and replacement parts in the field"," Army, allowing deployed  forces  to produce  spare and replacement parts in the field"
Senate,109,-0.158,76,2006-01-25,Mr. BAYH.,2006,presid rise today heavi heart deep sens gratitud honor life brave young man lafayett,"President,  I  rise  today with a heavy heart and deep  sense of gratitude to honor the life of a  brave young man from Lafayette","President,  I  rise  today with a heavy heart and deep  sense of gratitude to honor the life of a  brave young man from Lafayette"
House,96,-0.34700000000000003,587,3,Mr. BAILEY.,1979,would ship specialti steel aircraft plant seattl machin shop chicago electr turbin plant philadelphia oil drill rig gulf mexico,"But, you would  ship  specialty  steel to aircraft plants in Seattle or to  machine shops in Chicago, to the electric  turbine plants in Philadelphia or to the  oil drilling rigs in the Gulf of Mexico","But, you would  ship  specialty  steel to aircraft plants in Seattle or to  machine shops in Chicago, to the electric  turbine plants in Philadelphia or to the  oil drilling rigs in the Gulf of Mexico"
House,100,-0.08800000000000001,270,2,Mr. BENNETT.,1987,view not rush spend larg amount money crash program sdi," In view of that, we should not rush  into  spending  a  large  amount  of  money, a crash program for SDI"," In view of that, we should not rush  into  spending  a  large  amount  of  money, a crash program for SDI"
House,112,-0.5429999999999999,25,2012-11-29,Mr. ELLISON.,2012,someth fact ever sinc franklin delano roosevelt sign legisl dont like," Does it have something to do with the  fact that ever since Franklin Delano  Roosevelt signed the legislation, that  there have been some that don’t like it"," Does it have something to do with the  fact that ever since Franklin Delano  Roosevelt signed the legislation, that  there have been some that don’t like it"
House,97,-0.042,1253,3,Mr. HOLLENBECK.,1982,well cliff stood even rum pled brown suit blue shirt talk love america con cern peopl convict saw parti stand,"Well, Cliff  stood there that evening in his rum pled brown suit and blue shirt and  talked of his love for America, his con cern for people and his convictions as  to what he saw our party standing for","Well, Cliff  stood there that evening in his rum pled brown suit and blue shirt and  talked of his love for America, his con cern for people and his convictions as  to what he saw our party standing for"
House,104,0.45299999999999996,829,17,Mr. MICA.,1996,fortun fact madam white hous not mortgag way oper," We  are  fortunate,  in  fact, Madam  Speaker,  that  the White House does  not have a mortgage, because of the  way it operates"," We  are  fortunate,  in  fact, Madam  Speaker,  that  the White House does  not have a mortgage, because of the  way it operates"
House,105,-0.17600000000000002,352,1,Mr. LIPINSKI.,1997,bill amend organ act guam provid govern guam right first refus regard excess feder real properti locat guam committe resourc addit committe govern reform oversight period subsequ determin case consider provis fall within jurisdict committe concern,"A bill to amend the Organic Act  of Guam to provide the government of Guam  with a right-of-first refusal regarding excess  Federal real property located in Guam; to  the Committee on Resources, and in addition  to  the Committee on Government Reform  and Oversight,  for a  period  to be  subsequently determined by the Speaker, in each  case for consideration of such provisions as  fall within the jurisdiction of the committee  concerned","A bill to amend the Organic Act  of Guam to provide the government of Guam  with a right-of-first refusal regarding excess  Federal real property located in Guam; to  the Committee on Resources, and in addition  to  the Committee on Government Reform  and Oversight,  for a  period  to be  subsequently determined by the Speaker, in each  case for consideration of such provisions as  fall within the jurisdiction of the committee  concerned"
,96,0.319,183,2,Mr. CORCORAN.,1980,balanc budget fall far short illustr senat russel long phrase senat floor presid ad visor would balanc budget call upon altern budget tell us order balanc budget would accept real growth defens capabili tie limit adjust social secur benefit inflat rate vital strateg petroleum reserv would not fortifi,"balanced  budget; it falls far short of illustrating~ as  Senator Russell Long phrased  it on  the  Senate floor, ""how the President and his ad visors would balance the budget if they were  called upon to do so.''  Your alternative budget tells us that in  order to balance the budget we would have  to accept no real growth in defense capabili ties through 1983, that we should have to  limit adjustments in social security benefits  to :Y of the inflation rate, and that our vital  Strategic Petroleum Reserve would not be  fortified","balanced  budget; it falls far short of illustrating~ as  Senator Russell Long phrased  it on  the  Senate floor, ""how the President and his ad visors would balance the budget if they were  called upon to do so.''  Your alternative budget tells us that in  order to balance the budget we would have  to accept no real growth in defense capabili ties through 1983, that we should have to  limit adjustments in social security benefits  to :Y of the inflation rate, and that our vital  Strategic Petroleum Reserve would not be  fortified"
House,106,-0.38,3,1999-06-17,Mr. WYNN.,1999,today go talk constitu call one said use everi penni defeat vote gun safeti,"Today I will go and talk to constituents who have called me, one who said they will use every penny to defeat me if I vote for gun safety","Today I will go and talk to constituents who have called me, one who said they will use every penny to defeat me if I vote for gun safety"
Senate,101,-0.095,730,3,Mr. HEFLIN.,1989,reason peopl read report come differ view correct charg,Reasonable  people can read the reports and come  to different views as to the correctness  of the charges,Reasonable  people can read the reports and come  to different views as to the correctness  of the charges
House,103,-0.281,478,2,Mr. BISHOP.,1993,time year public life peopl come employ state govern em ploy privat sector say," Time and again over  the 16 years  that I was in public life I had people  come  to me who were  employed  in  State government and who were em ployed in the private sector and say,  ""Mr"," Time and again over  the 16 years  that I was in public life I had people  come  to me who were  employed  in  State government and who were em ployed in the private sector and say,  ""Mr"
House,115,0.522,48,2017-10-11,Mr. HIGGINS of Louisiana.,2017,beg messag receiv spirit deliv respect yet determin servic citizen sworn repres,"And I beg that this  message  is  received with  the  spirit  with which it is delivered, which is respectful, yet in determined service of  the citizens whom I have sworn to represent","And I beg that this  message  is  received with  the  spirit  with which it is delivered, which is respectful, yet in determined service of  the citizens whom I have sworn to represent"
,112,-0.389,104,2011-12-08,Mrs. CAPPS.,2011,mari colleg moraga post,Mary’s College  in  Moraga and she is a P.O.S.T,Mary’s College  in  Moraga and she is a P.O.S.T
,112,0.433,30,2012-01-17,Mr. GUINTA.,2012,valiant effort campaign earn bronz star rescu wound friend enemi fire, His valiant efforts during  this campaign also  earned him a Bronze Star  for  rescuing a  wounded friend while under enemy fire, His valiant efforts during  this campaign also  earned him a Bronze Star  for  rescuing a  wounded friend while under enemy fire
Senate,97,-0.36200000000000004,783,1,Mr. BUMPER'S.,1981,import point still steadfastli refus recus fur ther exampl case depart interior defend case brought contributor mountain state legal foundat," The important point is that he still  steadfastly refuses to recuse himself fur ther, for example, in 58 cases in which  the Department of the Interior is  the  defendant and the case was brought by  contributors to Mountain States Legal  Foundation"," The important point is that he still  steadfastly refuses to recuse himself fur ther, for example, in 58 cases in which  the Department of the Interior is  the  defendant and the case was brought by  contributors to Mountain States Legal  Foundation"
House,93,-0.332,1000,7,Mr. HUNGATE.,1974,recogn need govern inform not recogn gov ernment right will randomli invad one privaci treat inform anoth comput file, Recognizing the need of a government  for information does not recognize a gov ernmental right willfully and randomly  to invade one's privacy and then treat  such  information as another computer  file, Recognizing the need of a government  for information does not recognize a gov ernmental right willfully and randomly  to invade one's privacy and then treat  such  information as another computer  file
House,109,-0.267,66,2006-09-27,Mr. MOORE of Kansas.,2006,compani home state liter close door leav florida altogeth cannot get insur,Companies  in my home State are literally closing  their doors or  leaving Florida altogether because they cannot get insurance,Companies  in my home State are literally closing  their doors or  leaving Florida altogether because they cannot get insurance
,97,-0.316,383,8,Mr. GORE.,1981,josiah chandler born henri counti va juli die wilson counti octob mar rie sarah eddin,"Josiah  Chandler, born in Henry County, Va.,  July  12,  1752,  and died  in Wilson  County, October 16, 1827; he was mar ried to Sarah Eddins","Josiah  Chandler, born in Henry County, Va.,  July  12,  1752,  and died  in Wilson  County, October 16, 1827; he was mar ried to Sarah Eddins"
House,108,0.41700000000000004,37,2003-06-24,Mr. NUSSLE.,2003,bill demonstr congress unflinch commit win war terror, This bill demonstrates Congress’ unflinching  commitment to win the war against terrorism, This bill demonstrates Congress’ unflinching  commitment to win the war against terrorism
House,100,-0.348,378,17,Mr. HOCHBRUECKNER.,1988,station mile rail road troop station,"Stationed 1 mile from a rail road troop station, Mr","Stationed 1 mile from a rail road troop station, Mr"
House,101,0.581,1012,7,Mr. WALKER.,1989,drug money not sought rest fiscal,The drug money is not  being sought for the rest of this fiscal  year,The drug money is not  being sought for the rest of this fiscal  year
House,95,-0.506,1103,22,Mr. BROWN of California.,1978,bill would author sum million spread period year initi program, The bill would authorize the sum of $55  million spread over a period of 4 years  to initiate this program, The bill would authorize the sum of $55  million spread over a period of 4 years  to initiate this program
Senate,95,-0.44299999999999995,799,1,Mr. KENNEDY.,1977,either satellit radar monitor follow everi tanker cours mile zone,"Either  through satellite radar  or other monitoring, we can follow every  tanker on  its course  in  the 200-mile  zone","Either  through satellite radar  or other monitoring, we can follow every  tanker on  its course  in  the 200-mile  zone"
,96,-0.406,297,22,Mr. MURPHY of New York.,1979,crimin penalti black bass act unsatisfactori,The  criminal penalties in the Black Bass Act are  also unsatisfactory,The  criminal penalties in the Black Bass Act are  also unsatisfactory
,93,-0.04,223,3,Mr. MATHIS of Georgia.,1974,farmer wife sug gest buy new suit quot memori everi expens involv oper farm last plu ad expens certain crop next,"When a farmer's wife sug gests he buy a new suit, he can quote from  memory every expense involved in operating  the farm last year, plus the added expense  he is certain will crop up next year","When a farmer's wife sug gests he buy a new suit, he can quote from  memory every expense involved in operating  the farm last year, plus the added expense  he is certain will crop up next year"
House,96,-0.153,589,13,Mr. HUGHES.,1979,legisl would block imposit saltwat fish licens feder level amend fisheri con servat manag act, My legislation would block imposition  of saltwater fishing licenses at the Federal level by amending the Fishery Con servation and Management Act, My legislation would block imposition  of saltwater fishing licenses at the Federal level by amending the Fishery Con servation and Management Act
Senate,102,0.115,1068,3,Mr. DURENBERGER.,1991,think put glass cold drink august noon season stretch tire frame warm blanket hard day work,"Think of putting down  the  glass after a cold drink on an August after noon or, more seasonally, of stretching your  tired  frame under warm blankets after a  hard day's work","Think of putting down  the  glass after a cold drink on an August after noon or, more seasonally, of stretching your  tired  frame under warm blankets after a  hard day's work"
House,111,0.45299999999999996,38,2010-07-30,Mr. MICA.,2010,pleas yield time minut gentleman north carolina, I am pleased to yield at  this time 2 minutes to the gentleman  from North Carolina (Mr, I am pleased to yield at  this time 2 minutes to the gentleman  from North Carolina (Mr
,113,0.259,88,2014-05-28,Mrs. CAPITO.,2014,american network commun option resourc found nation associ seven hundr privat provid help support half million american disabl commun, The American Network of Community Options and Resources was founded in 1970 as  a national association of seven-hundred private providers that help support more than a  half million of Americans with disabilities  in  communities, The American Network of Community Options and Resources was founded in 1970 as  a national association of seven-hundred private providers that help support more than a  half million of Americans with disabilities  in  communities
,101,0.043,984,16,Mr. GILMAN.,1990,ce alien unit state date enact section resid continu unit state sinc date," ""CE) The alien was in the United States as  of the date of the enactment of this section  and has resided continuously in the United  States since such date"," ""CE) The alien was in the United States as  of the date of the enactment of this section  and has resided continuously in the United  States since such date"
,94,-0.27,173,2,Mr. PREYER.,1976,noth willing work hard,It had nothing to do with willingness  to work hard,It had nothing to do with willingness  to work hard
,102,0.377,301,1,Mr. GINGRICH.,1992,urg viewer evalu vote habit,He  urges his viewers to re-evaluate  their own  voting habits,He  urges his viewers to re-evaluate  their own  voting habits
House,115,-0.47100000000000003,8,2017-11-06,Mr. TAKANO.,2017,addit veteran servic organ american legion vfw offer free assist veteran famili wish appli benefit,"In addition, veterans  service organizations,  such as  The American Legion and VFW, offer  free assistance to veterans and their  families who wish to apply for this benefit","In addition, veterans  service organizations,  such as  The American Legion and VFW, offer  free assistance to veterans and their  families who wish to apply for this benefit"
Senate,98,0.6409999999999999,245,22,Mr. GOLDWATER.,1983,presid today mark seventh time separ budget author bill introduc us,"President,  today marks only  the seventh  time  that a separate budget authorization  bill has been introduced for U.S","President,  today marks only  the seventh  time  that a separate budget authorization  bill has been introduced for U.S"
House,109,0.3,115,2006-06-15,Mr. FORTENBERRY.,2006,arm forc strike militari secur target iraq iraq nuclear chemic biolog weapon program pose credibl seriou threat,"Armed Forces to  strike military and security targets in  Iraq because Iraq’s nuclear, chemical  and biological weapons programs posed  a credible and serious threat","Armed Forces to  strike military and security targets in  Iraq because Iraq’s nuclear, chemical  and biological weapons programs posed  a credible and serious threat"
Senate,112,-0.256,527,2011-12-15,Mr. KOHL.,2011,current law visual artist deni royalti lucr sale art bill meaning start provid compens,"Under current law, visual  artists are denied royalties for lucrative sales of their art, and this bill is a  meaningful start  for providing them  with just compensation","Under current law, visual  artists are denied royalties for lucrative sales of their art, and this bill is a  meaningful start  for providing them  with just compensation"
Senate,100,-0.319,384,1,Mr. INOUYE.,1988,event clear not capac iti identifi control million peopl may becom contagi aid half may never display symptom would not eager diag nose subject discrimin,"In any event, it  is clear that we do not have the capac ity to identify and control the millions  of people who may become contagious  with AIDS, half of whom may never  display any symptoms, and most of  whom would not be eager to be diag nosed and subjected to discrimination","In any event, it  is clear that we do not have the capac ity to identify and control the millions  of people who may become contagious  with AIDS, half of whom may never  display any symptoms, and most of  whom would not be eager to be diag nosed and subjected to discrimination"
,94,0.23600000000000002,1208,28,Mr. MYERS of Indiana.,1975,action polit power bloc achiev indirectli mem ber bloc unabl achiev polici direct militari action,It is an action by a political power  bloc to achieve  indirectly what some mem bers of that bloc had been unable to achieve  with a policy of direct military action,It is an action by a political power  bloc to achieve  indirectly what some mem bers of that bloc had been unable to achieve  with a policy of direct military action
,107,0.426,151,2002-06-04,Mr. GEKAS.,2002,rise today congratul elner g,"Speaker,  I rise  today  to congratulate Elner G","Speaker,  I rise  today  to congratulate Elner G"
House,111,0.628,86,2010-01-13,Mr. NEUGEBAUER.,2010,dont hear leadership presid talk number, You don’t hear the Speaker or the  leadership or  the President  talking  about this number, You don’t hear the Speaker or the  leadership or  the President  talking  about this number
House,101,-0.516,921,7,Mr. FORD of Michigan.,1989,miller recogn minut,MILLER]  is recognized for  60 minutes,MILLER]  is recognized for  60 minutes
,105,-0.303,958,9,Mr. KANJORSKI.,1998,grad uat high school enlist unit state marin corp follow juli,He grad uated high school in 1966 and enlisted in the  United States Marine Corps the following July,He grad uated high school in 1966 and enlisted in the  United States Marine Corps the following July
House,97,0.353,185,14,Mr. FRENZEL.,1981,acr propos subject intens scruti ny past year finest econom financi mind countri,The ACRS <10-5-3) proposal  had been the subject of intense scruti ny over the past few years by some of  the  finest  economic  and  financial  minds  in  the country,The ACRS <10-5-3) proposal  had been the subject of intense scruti ny over the past few years by some of  the  finest  economic  and  financial  minds  in  the country
,112,-0.4,73,2011-06-01,Mr. LARSON.,2011,urg lift way would escap other,He  had an urge to lift in ways that would escape  others,He  had an urge to lift in ways that would escape  others
,98,-0.34299999999999997,1003,3,Mr. BARNES.,1983,leiken suggest anti communist mili tari group el salvador guatemala hondura nicaraguan opposit may join launch combin gional offens," Leiken suggests that anti-communist mili tary groups  in El Salvador, Guatemala,  Honduras and  the Nicaraguan opposition  may join and launch their own combined re gional offensive"," Leiken suggests that anti-communist mili tary groups  in El Salvador, Guatemala,  Honduras and  the Nicaraguan opposition  may join and launch their own combined re gional offensive"
House,115,0.5539999999999999,41,2017-10-11,Mr. ESTES of Kansas.,2017,decad inadequ econom growth across america new grow optim economi set free,"Speaker,  after a decade of inadequate economic  growth across America, there is new  growing optimism that our economy is  about to be set free again","Speaker,  after a decade of inadequate economic  growth across America, there is new  growing optimism that our economy is  about to be set free again"
House,99,0.379,1109,6,Mr. PETRI.,1986,would ridicul us turn around pay irrig subsidi farmer north dakota bring new land product sur plu crop, would be  ridiculous  for us  to  turn  around and pay irrigation subsidies to  farmers in North Dakota for bringing  new land into production of those sur plus crops, would be  ridiculous  for us  to  turn  around and pay irrigation subsidies to  farmers in North Dakota for bringing  new land into production of those sur plus crops
,96,0.308,1262,2,Mr. HAGEDORN.,1980,vice council end scoutbrown ing unit serv youth member two year ago major studi american countri," vice Council ended the year with .94 ScoutBrown>  ing units serving 2,661 youth members in 45  Two years ago, a major study of American  countries"," vice Council ended the year with .94 ScoutBrown>  ing units serving 2,661 youth members in 45  Two years ago, a major study of American  countries"
,95,-0.245,246,30,Mr. JONES of Tennessee.,1977,million nation budget bon,The $500 million  was when our National budget was $8.9  b1111on,The $500 million  was when our National budget was $8.9  b1111on
House,105,0.392,1343,1,Mr. BILBRAY.,1998,floor democraci would republican import, floor year after year about democracy  Why would Republicans  do  this?  and how important it is, floor year after year about democracy  Why would Republicans  do  this?  and how important it is
Senate,95,-0.743,1081,12,Mr. ABOUREZK.,1977,repres vote interna tional financi institut tor loan, representatives vote  in  interna tional  financial  institutions  tor  loans, representatives vote  in  interna tional  financial  institutions  tor  loans
,93,-0.384,223,3,Mr. ROONEY of New York.,1974,deep loyalti commit ment great allegi fel low citizen yet recogn shortcom govern dedic elimin defeat,"Both  had deep loyalties to their own commit ments and great allegiance to their fel low  citizens, yet both  recognized  the  shortcomings of their governments and  dedicated themselves to the elimination  of these defeats","Both  had deep loyalties to their own commit ments and great allegiance to their fel low  citizens, yet both  recognized  the  shortcomings of their governments and  dedicated themselves to the elimination  of these defeats"
House,95,-0.631,1253,26,Mr. STARK.,1977,extens absolut necessari, This extension is absolutely necessary, This extension is absolutely necessary
Senate,108,-0.308,94,2003-01-07,Mr. FEINGOLD.,2003,allow mpc dri ultra filter milk natur chees would harm dairi produc throughout unit state, Allowing MPCs or dry ultra-filtered  milk into natural cheeses would also  harm dairy producers throughout the  United States, Allowing MPCs or dry ultra-filtered  milk into natural cheeses would also  harm dairy producers throughout the  United States
House,97,0.368,978,1,Mrs. HOLT.,1981,us overjoy american held cruel captiv iranian govern ment releas januari us remind di turb depress report american prison war may still captiv indochina,"Speaker, all of us  were overjoyed that Americans held in  cruel captivity by the Iranian Govern ment were released on January 20, and  some of us were reminded of the dis turbing and depressing  reports  that  American prisoners of war may still be  captives in Indochina","Speaker, all of us  were overjoyed that Americans held in  cruel captivity by the Iranian Govern ment were released on January 20, and  some of us were reminded of the dis turbing and depressing  reports  that  American prisoners of war may still be  captives in Indochina"
